,year,latitude,longitude,temperature_2m_max,temperature_2m_min,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,sun hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration
18,2017,37.26083,-2.454761,20.104945054945063,9.051648351648359,360.4,303.4,40.11,614.0,0 days 12:14:47.472527472,11.784340659340657,38.593956043956055,191.75070028011206,6955.56,1319.7
19,2017,37.03116,-2.996469,19.86703296703297,8.702197802197807,321.2,297.0,17.64,602.0,0 days 12:14:45,8.576373626373623,35.25494505494504,215.65536723163842,7020.23,1298.09
20,2017,37.33091,-2.43566,21.254395604395594,10.692032967032967,344.8,310.70000000000005,23.939999999999998,578.0,0 days 12:14:49.780219780,13.066483516483515,37.88956043956044,180.99166666666667,6936.52,1345.88
21,2017,37.18964,-1.981898,22.788461538461544,12.821153846153845,264.8,263.3,1.0499999999999998,402.0,0 days 12:14:47.802197802,14.58104395604395,37.021978021978,162.10833333333332,6906.51,1399.4099999999999
22,2017,37.012,-2.790928,21.560439560439548,10.986263736263737,236.40000000000003,219.5,12.32,492.0,0 days 12:14:45.164835164,9.5934065934066,36.98296703296701,184.55801104972375,7014.89,1354.92
23,2017,36.92587,-2.455683,25.013461538461513,15.520329670329668,202.0,201.5,0.35000000000000003,362.0,0 days 12:14:44.340659340,14.055219780219765,37.711813186813195,148.75069252077563,6989.03,1494.96
24,2017,37.23124,-2.239107,20.504670329670322,9.935439560439558,344.8,310.70000000000005,23.939999999999998,578.0,0 days 12:14:47.307692307,13.066483516483515,37.88956043956044,180.99166666666667,6936.52,1322.2800000000002
25,2017,37.21175,-2.241685,20.506318681318675,9.942032967032963,344.8,310.70000000000005,23.939999999999998,578.0,0 days 12:14:47.142857142,13.066483516483515,37.88956043956044,180.99166666666667,6936.52,1322.4499999999998
26,2017,36.98652,-2.61942,23.66401098901101,14.171703296703287,202.0,201.5,0.35000000000000003,362.0,0 days 12:14:44.340659340,14.055219780219765,37.711813186813195,148.75069252077563,6989.03,1449.0500000000002
27,2017,36.84644,-2.949425,25.460439560439557,14.886263736263732,236.40000000000003,219.5,12.32,492.0,0 days 12:14:43.846153846,9.5934065934066,36.98296703296701,184.55801104972375,7014.89,1463.47
28,2017,37.00973,-2.739681,22.86318681318681,12.754120879120874,211.0,198.3,8.89,431.0,0 days 12:14:43.351648351,11.296428571428564,37.53104395604394,164.4776536312849,7009.35,1406.4500000000003
29,2017,37.35259,-2.193626,22.84093406593408,12.873351648351646,264.8,263.3,1.0499999999999998,402.0,0 days 12:14:49.780219780,14.58104395604395,37.021978021978,162.10833333333332,6906.51,1401.4299999999998
30,2017,36.99659,-1.895012,24.19395604395603,16.336263736263742,203.7,203.6,0.07,335.0,0 days 12:14:45.989010989,17.98186813186813,38.89478021978022,129.26098901098902,6922.57,1465.51
31,2017,37.18464,-2.439524,22.787362637362623,9.344780219780219,226.2,192.89999999999998,23.59,427.0,0 days 12:14:46.483516483,14.073626373626372,35.4884615384615,197.40495867768595,6972.42,1457.46
32,2017,37.26633,-2.257897,21.554395604395616,10.992032967032962,344.8,310.70000000000005,23.939999999999998,578.0,0 days 12:14:49.780219780,13.066483516483515,37.88956043956044,180.99166666666667,6936.52,1354.85
