,Unnamed: 0,latitude,longitude,temperature_2m_max,temperature_2m_min,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,sun hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,altitude,solrad,City,production prediction
5126,5126,41.38576,2.075544,20.262087912087896,13.045054945054948,443.69999999999993,443.6,0.07,898.0,736.1666666666666,15.831868131868132,30.85714285714285,191.56944444444449,5919.98,1073.64,129.0,4.616389318501844," Baix Llobregat, Barcelona, Catalunya, 08960, España",21.602911
5127,5127,41.46485,1.824399,21.895329670329662,11.907692307692312,438.9,438.0,0.63,729.0,736.2,17.808516483516495,36.42060439560439,213.1772853185596,6193.900000000001,1260.57,129.0,4.616389318501844," Alt Penedès, Barcelona, Catalunya, 08791, España",15.278267
5128,5128,41.67982,2.05931,20.25082417582417,8.985989010989012,509.6,506.8,1.96,858.0,736.25,12.686813186813197,31.115384615384585,221.3585434173669,5884.68,1090.64,129.0,4.616389318501844," Vallès Occidental, Barcelona, Catalunya, 08212, España",10.195906
5129,5129,42.02824,2.073759,19.131593406593403,8.257692307692302,668.1999999999999,656.6,8.19,1112.0,736.4,11.107967032967036,29.743956043956057,211.65833333333333,5892.2,1045.85,129.0,4.616389318501844," Osona, Barcelona, Catalunya, 08514, España",10.603055
5130,5130,41.76633,2.20482,18.04478021978022,7.751923076923076,838.2,824.4,10.29,1368.0,736.2833333333333,10.975,29.99670329670329,204.292817679558,5786.32,992.37,129.0,4.616389318501844," Osona, Barcelona, Catalunya, 08540, España",8.713283
5131,5131,41.56214,1.522934,20.7239010989011,9.881318681318676,506.7,499.1,5.32,840.0,736.2166666666667,16.746428571428577,35.07032967032965,219.0611111111111,6165.08,1185.8,263.0,5.328908718897254," Anoia, Barcelona, Catalunya, 08712, España",17.294054
5132,5132,41.38578,1.611423,22.007417582417578,11.405769230769218,386.3,379.8,4.55,641.0,736.1833333333333,16.52774725274726,36.74999999999999,218.3481894150418,6244.23,1286.3200000000002,263.0,5.328908718897254," Alt Penedès, Barcelona, Catalunya, 08737, España",31.095118
5133,5133,41.7021,1.48792,19.67115384615385,8.571428571428564,499.3,488.5,7.63,685.0,736.25,16.12197802197802,33.039560439560454,216.07692307692307,6113.110000000001,1159.7,263.0,5.328908718897254," Anoia, Barcelona, Catalunya, 08280, España",20.470694
5134,5134,41.79689,1.732737,19.98104395604395,8.40027472527473,527.2,521.7,3.85,759.0,736.3,14.307142857142852,32.0881868131868,220.3091922005571,5993.679999999999,1118.45,129.0,4.616389318501844," Bages, Barcelona, Catalunya, 08260, España",14.980719
5135,5135,41.2591,1.775418,22.99532967032968,13.009065934065925,438.9,438.0,0.63,729.0,736.0666666666667,17.808516483516495,36.42060439560439,213.1772853185596,6193.900000000001,1295.21,263.0,5.328908718897254," Garraf, Barcelona, Catalunya, 08810, España",28.8926
5136,5136,41.45347,1.701628,21.09725274725275,10.663736263736268,563.5,561.9000000000001,1.12,826.0,736.2,15.294505494505504,34.47115384615385,212.9366391184573,6114.08,1154.21,263.0,5.328908718897254," Alt Penedès, Barcelona, Catalunya, 08776, España",16.01244
5137,5137,42.07564,2.296003,18.744780219780203,8.451923076923078,838.2,824.4,10.29,1368.0,736.4166666666666,10.975,29.99670329670329,204.292817679558,5786.32,1009.68,129.0,4.616389318501844," Osona, Barcelona, Catalunya, 08572, España",9.796039
5138,5138,41.68499,2.390498,20.466483516483528,9.913461538461531,782.8,778.8,2.8,1292.0,736.2833333333333,12.087912087912086,31.17554945054944,185.27777777777777,5732.48,1060.97,129.0,4.616389318501844," Vallès Oriental, Barcelona, Catalunya, 08458, España",12.93302
5139,5139,41.73657,1.573176,20.071153846153845,8.971428571428577,499.3,488.5,7.63,685.0,736.3,16.12197802197802,33.039560439560454,216.07692307692307,6113.110000000001,1170.11,263.0,5.328908718897254," Sant Pere Sallavinera, Anoia, Barcelona, Catalunya, España",19.297495
5140,5140,41.59945,2.615872,20.91565934065935,13.696703296703298,443.69999999999993,443.6,0.07,898.0,736.2333333333333,15.831868131868132,30.85714285714285,191.56944444444449,5919.98,1092.94,129.0,4.616389318501844," Maresme, Barcelona, Catalunya, 08395, España",10.738079
5141,5141,41.46383,1.666462,20.54807692307692,10.112362637362626,563.5,561.9000000000001,1.12,826.0,736.1666666666666,15.294505494505504,34.47115384615385,212.9366391184573,6114.08,1137.96,263.0,5.328908718897254," Alt Penedès, Barcelona, Catalunya, 08777, España",16.581774
5142,5142,42.10094,2.216611,18.88434065934065,8.268406593406596,1159.9,1149.4,7.35,1460.0,736.4,10.617032967032962,31.097252747252725,210.2138888888889,5687.88,987.32,129.0,4.616389318501844," Osona, Barcelona, Catalunya, 08580, España",8.340469
5143,5143,41.5308,2.086581,21.188186813186817,11.478571428571426,492.0,491.9,0.07,878.0,736.1833333333333,14.560439560439566,32.92912087912089,205.55431754874647,6009.589999999999,1120.5700000000002,129.0,4.616389318501844," Vallès Occidental, Barcelona, Catalunya, 08192, España",17.27308
5144,5144,41.72732,2.153063,18.73516483516483,8.116758241758246,1159.9,1149.4,7.35,1460.0,736.2666666666667,10.617032967032962,31.097252747252725,210.2138888888889,5687.88,984.15,129.0,4.616389318501844," Moianès, Barcelona, Catalunya, 08189, España",7.795099
5145,5145,41.42535,1.785673,22.14862637362637,12.16346153846154,438.9,438.0,0.63,729.0,736.15,17.808516483516495,36.42060439560439,213.1772853185596,6193.900000000001,1269.79,129.0,4.616389318501844," Alt Penedès, Barcelona, Catalunya, 08770, España",14.232605
5146,5146,41.90321,2.381448,19.184340659340663,8.568406593406594,1159.9,1149.4,7.35,1460.0,736.3333333333334,10.617032967032962,31.097252747252725,210.2138888888889,5687.88,994.45,129.0,4.616389318501844," Osona, Barcelona, Catalunya, 17405, España",7.9001865
5147,5147,41.6806,1.767125,20.59725274725275,10.163736263736268,563.5,561.9000000000001,1.12,826.0,736.25,15.294505494505504,34.47115384615385,212.9366391184573,6114.08,1139.59,129.0,4.616389318501844," Bages, Barcelona, Catalunya, 08253, España",17.823256
5148,5148,41.66581,1.863849,21.188186813186817,11.478571428571426,492.0,491.9,0.07,878.0,736.2666666666667,14.560439560439566,32.92912087912089,205.55431754874647,6009.589999999999,1119.58,129.0,4.616389318501844," Bages, Barcelona, Catalunya, 08297, España",15.102901
5149,5149,41.58262,2.509926,21.02719780219781,11.151648351648358,589.1,589.0,0.07,1029.0,736.2333333333333,13.469505494505484,34.36016483516484,179.146408839779,5734.43,1092.42,129.0,4.616389318501844," Maresme, Barcelona, Catalunya, 08394, España",17.063444
5150,5150,42.06234,2.272757,18.98434065934066,8.368406593406595,1159.9,1149.4,7.35,1460.0,736.4,10.617032967032962,31.097252747252725,210.2138888888889,5687.88,989.71,129.0,4.616389318501844," Osona, Barcelona, Catalunya, 08571, España",8.766951
5151,5151,41.39362,2.00987,20.762087912087896,13.545054945054948,443.69999999999993,443.6,0.07,898.0,736.1333333333333,15.831868131868132,30.85714285714285,191.56944444444449,5919.98,1088.22,129.0,4.616389318501844," Baix Llobregat, Barcelona, Catalunya, 08620, España",15.056399
5152,5152,41.99306,2.219902,20.050824175824182,8.785989010989015,509.6,506.8,1.96,858.0,736.4,12.686813186813197,31.115384615384585,221.3585434173669,5884.68,1085.79,129.0,4.616389318501844," Osona, Barcelona, Catalunya, 08508, España",10.308174
5153,5153,41.36684,2.015083,20.46208791208792,13.245054945054948,443.69999999999993,443.6,0.07,898.0,736.1,15.831868131868132,30.85714285714285,191.56944444444449,5919.98,1080.83,129.0,4.616389318501844," Baix Llobregat, Barcelona, Catalunya, 08690, España",14.979964
5154,5154,41.45107,2.208978,20.762087912087896,13.545054945054948,443.69999999999993,443.6,0.07,898.0,736.1833333333333,15.831868131868132,30.85714285714285,191.56944444444449,5919.98,1088.5,129.0,4.616389318501844," Barcelonès, Barcelona, Catalunya, 08922, España",14.6846075
5155,5155,41.9003,2.282697,19.95082417582417,8.685989010989013,509.6,506.8,1.96,858.0,736.3333333333334,12.686813186813197,31.115384615384585,221.3585434173669,5884.68,1083.69,129.0,4.616389318501844," Osona, Barcelona, Catalunya, 08507, España",11.819463
5156,5156,41.9108,2.188852,18.88434065934065,8.268406593406596,1159.9,1149.4,7.35,1460.0,736.3666666666667,10.617032967032962,31.097252747252725,210.2138888888889,5687.88,986.79,129.0,4.616389318501844," Osona, Barcelona, Catalunya, 08505, España",7.7985916
5157,5157,41.65306,2.226111,20.83763736263738,11.131868131868131,492.0,491.9,0.07,878.0,736.25,14.560439560439566,32.92912087912089,205.55431754874647,6009.589999999999,1110.87,129.0,4.616389318501844," Vallès Oriental, Barcelona, Catalunya, 08187, España",15.059471
5158,5158,41.38438,1.721198,21.19725274725275,10.763736263736272,563.5,561.9000000000001,1.12,826.0,736.15,15.294505494505504,34.47115384615385,212.9366391184573,6114.08,1156.54,263.0,5.328908718897254," Alt Penedès, Barcelona, Catalunya, 08792, España",15.356301
5159,5159,41.55719,1.604131,20.24807692307691,9.812362637362645,563.5,561.9000000000001,1.12,826.0,736.2333333333333,15.294505494505504,34.47115384615385,212.9366391184573,6114.08,1129.93,263.0,5.328908718897254," Anoia, Barcelona, Catalunya, 08710, España",17.106802
5160,5160,41.32087,1.662838,22.14862637362637,12.16346153846154,438.9,438.0,0.63,729.0,736.1666666666666,17.808516483516495,36.42060439560439,213.1772853185596,6193.900000000001,1269.58,263.0,5.328908718897254," Alt Penedès, Barcelona, Catalunya, 08730, España",31.596493
5161,5161,41.87207,2.035291,20.101373626373626,8.836263736263739,509.6,506.8,1.96,858.0,736.3166666666667,12.686813186813197,31.115384615384585,221.3585434173669,5884.68,1086.96,129.0,4.616389318501844," Moianès, Barcelona, Catalunya, 08273, España",11.430266
5162,5162,42.12696,2.258088,16.679945054945062,6.339835164835173,778.0,719.6,42.21,1122.0,736.4333333333333,8.645604395604403,37.497802197802166,266.34806629834253,5694.48,958.12,129.0,4.616389318501844," Osona, Barcelona, Catalunya, 08580, España",8.375889
5163,5163,42.03559,2.368923,18.34478021978024,8.051923076923073,838.2,824.4,10.29,1368.0,736.3833333333333,10.975,29.99670329670329,204.292817679558,5786.32,1000.12,129.0,4.616389318501844," Osona, Barcelona, Catalunya, 08511, España",7.6383867
5164,5164,41.51955,2.25424,19.86208791208792,12.645054945054946,443.69999999999993,443.6,0.07,898.0,736.2,15.831868131868132,30.85714285714285,191.56944444444449,5919.98,1063.9,129.0,4.616389318501844," Vallès Oriental, Barcelona, Catalunya, 08106, España",16.14033
5165,5165,42.0011,1.977791,20.23131868131868,8.649450549450544,527.2,521.7,3.85,759.0,736.4,14.307142857142852,32.0881868131868,220.3091922005571,5993.679999999999,1124.81,129.0,4.616389318501844," Berguedà, Barcelona, Catalunya, 08517, España",15.779616
5166,5166,41.51813,1.525129,19.972527472527464,9.13186813186813,506.7,499.1,5.32,840.0,736.2333333333333,16.746428571428577,35.07032967032965,219.0611111111111,6165.08,1163.99,263.0,5.328908718897254," Anoia, Barcelona, Catalunya, 08779, España",17.831276
5167,5167,41.6932,2.446227,20.9271978021978,11.051648351648351,589.1,589.0,0.07,1029.0,736.25,13.469505494505484,34.36016483516484,179.146408839779,5734.43,1089.75,129.0,4.616389318501844," Vallès Oriental, Barcelona, Catalunya, 08460, España",16.529757
5168,5168,41.53486,2.178988,20.46208791208792,13.245054945054948,443.69999999999993,443.6,0.07,898.0,736.2,15.831868131868132,30.85714285714285,191.56944444444449,5919.98,1079.87,129.0,4.616389318501844," Vallès Occidental, Barcelona, Catalunya, 08130, España",13.024908
5169,5169,41.64069,2.716872,20.29148351648352,12.611813186813196,518.7,518.6,0.07,776.0,736.25,18.8618131868132,34.2956043956044,163.85911602209944,5807.66,1139.86,129.0,4.616389318501844," Maresme, Barcelona, Catalunya, 08398, España",14.613034
5170,5170,41.78357,1.839129,20.59725274725275,10.163736263736268,563.5,561.9000000000001,1.12,826.0,736.3,15.294505494505504,34.47115384615385,212.9366391184573,6114.08,1140.19,129.0,4.616389318501844," Bages, Barcelona, Catalunya, 08251, España",16.677237
5171,5171,41.61163,2.134932,19.56208791208791,12.345054945054953,443.69999999999993,443.6,0.07,898.0,736.2166666666667,15.831868131868132,30.85714285714285,191.56944444444449,5919.98,1055.77,129.0,4.616389318501844," Vallès Occidental, Barcelona, Catalunya, 08181, España",16.326202
5172,5172,41.83733,2.281063,18.883791208791205,7.999450549450548,668.1999999999999,656.6,8.19,1112.0,736.35,11.107967032967036,29.743956043956057,211.65833333333333,5892.2,1039.82,129.0,4.616389318501844," Osona, Barcelona, Catalunya, 08553, España",13.474664
5173,5173,41.23478,1.811222,23.19532967032968,13.209065934065933,438.9,438.0,0.63,729.0,736.1,17.808516483516495,36.42060439560439,213.1772853185596,6193.900000000001,1302.4,129.0,4.616389318501844," Garraf, Barcelona, Catalunya, 08870, España",12.595192
5174,5174,42.03461,2.168373,16.876648351648356,6.65,1196.1,1158.1,27.93,1559.0,736.4,9.514010989010991,32.11483516483518,229.66944444444445,5708.07,955.11,129.0,4.616389318501844," Osona, Barcelona, Catalunya, 08589, España",7.917833
5175,5175,42.11072,2.159851,18.34478021978024,8.051923076923073,838.2,824.4,10.29,1368.0,736.4166666666666,10.975,29.99670329670329,204.292817679558,5786.32,1000.54,129.0,4.616389318501844," Osona, Barcelona, Catalunya, 08588, España",7.7028704
5176,5176,41.38472,1.798056,20.94807692307692,10.512362637362637,563.5,561.9000000000001,1.12,826.0,736.15,15.294505494505504,34.47115384615385,212.9366391184573,6114.08,1148.9699999999998,129.0,4.616389318501844," Alt Penedès, Barcelona, Catalunya, 08739, España",14.273308
5177,5177,41.83179,1.750768,20.4881868131868,10.778571428571436,492.0,491.9,0.07,878.0,736.3,14.560439560439566,32.92912087912089,205.55431754874647,6009.589999999999,1101.41,129.0,4.616389318501844," Bages, Barcelona, Catalunya, 08260, España",16.195934
5178,5178,41.73962,2.265759,20.188461538461528,9.98571428571428,763.4000000000001,763.0,0.42,1164.0,736.3,11.21346153846154,34.12005494505494,207.5761772853185,5724.37,1026.57,129.0,4.616389318501844," Vallès Oriental, Barcelona, Catalunya, 08593, España",11.245539
5179,5179,41.73544,1.977921,19.850824175824187,8.58598901098901,509.6,506.8,1.96,858.0,736.2666666666667,12.686813186813197,31.115384615384585,221.3585434173669,5884.68,1081.08,129.0,4.616389318501844," Bages, Barcelona, Catalunya, 08278, España",12.920381
5180,5180,41.87363,2.287192,18.53516483516484,7.916758241758249,1159.9,1149.4,7.35,1460.0,736.3166666666667,10.617032967032962,31.097252747252725,210.2138888888889,5687.88,979.29,129.0,4.616389318501844," Osona, Barcelona, Catalunya, 08552, España",7.633301
5181,5181,41.95227,2.326051,20.050824175824182,8.785989010989015,509.6,506.8,1.96,858.0,736.3333333333334,12.686813186813197,31.115384615384585,221.3585434173669,5884.68,1085.49,129.0,4.616389318501844," Osona, Barcelona, Catalunya, 08519, España",10.265397
5182,5182,41.99606,2.419322,17.02857142857145,6.804670329670331,1196.1,1158.1,27.93,1559.0,736.3833333333333,9.514010989010991,32.11483516483518,229.66944444444445,5708.07,959.09,129.0,4.616389318501844," Osona, Barcelona, Catalunya, 08511, España",6.7400146
5183,5183,41.49969,2.320616,20.215659340659343,12.996703296703297,443.69999999999993,443.6,0.07,898.0,736.2,15.831868131868132,30.85714285714285,191.56944444444449,5919.98,1073.17,129.0,4.616389318501844," Maresme, Barcelona, Catalunya, 08329, España",15.627289
5184,5184,41.56095,2.01044,20.43763736263736,10.731868131868136,492.0,491.9,0.07,878.0,736.2166666666667,14.560439560439566,32.92912087912089,205.55431754874647,6009.589999999999,1099.48,129.0,4.616389318501844," Vallès Occidental, Barcelona, Catalunya, 08221, España",18.45661
5185,5185,41.48324,2.26898,20.16208791208792,12.945054945054936,443.69999999999993,443.6,0.07,898.0,736.1833333333333,15.831868131868132,30.85714285714285,191.56944444444449,5919.98,1071.28,129.0,4.616389318501844," Maresme, Barcelona, Catalunya, 08391, España",17.759277
5186,5186,41.84785,2.227755,18.73516483516483,8.116758241758246,1159.9,1149.4,7.35,1460.0,736.3166666666667,10.617032967032962,31.097252747252725,210.2138888888889,5687.88,983.45,129.0,4.616389318501844," Osona, Barcelona, Catalunya, 08551, España",7.827353
5187,5187,41.70206,2.71902,20.491483516483523,12.81181318681319,518.7,518.6,0.07,776.0,736.2666666666667,18.8618131868132,34.2956043956044,163.85911602209944,5807.66,1145.81,129.0,4.616389318501844," Maresme, Barcelona, Catalunya, 08490, España",16.388765
5188,5188,42.04824,2.26272,20.15082417582417,8.885989010989004,509.6,506.8,1.96,858.0,736.3833333333333,12.686813186813197,31.115384615384585,221.3585434173669,5884.68,1087.85,129.0,4.616389318501844," Osona, Barcelona, Catalunya, 08570, España",10.214403
5189,5189,41.53589,1.661657,20.34807692307693,9.91236263736264,563.5,561.9000000000001,1.12,826.0,736.2,15.294505494505504,34.47115384615385,212.9366391184573,6114.08,1132.9699999999998,263.0,5.328908718897254," Anoia, Barcelona, Catalunya, 08789, España",17.220922
5190,5190,41.44635,1.729874,21.948626373626364,11.963461538461534,438.9,438.0,0.63,729.0,736.1666666666666,17.808516483516495,36.42060439560439,213.1772853185596,6193.900000000001,1262.59,263.0,5.328908718897254," Alt Penedès, Barcelona, Catalunya, 08775, España",26.391745
5191,5191,41.3891,1.567663,20.24807692307691,9.812362637362645,563.5,561.9000000000001,1.12,826.0,736.15,15.294505494505504,34.47115384615385,212.9366391184573,6114.08,1130.41,263.0,5.328908718897254," Alt Penedès, Barcelona, Catalunya, 08737, España",14.718837
5192,5192,41.35389,1.97666,20.015659340659337,12.796703296703296,443.69999999999993,443.6,0.07,898.0,736.1333333333333,15.831868131868132,30.85714285714285,191.56944444444449,5919.98,1067.26,129.0,4.616389318501844," Baix Llobregat, Barcelona, Catalunya, 08629, España",18.429153
5193,5193,41.52707,1.956931,20.288186813186808,10.578571428571424,492.0,491.9,0.07,878.0,736.1833333333333,14.560439560439566,32.92912087912089,205.55431754874647,6009.589999999999,1095.6999999999998,129.0,4.616389318501844," Vallès Occidental, Barcelona, Catalunya, 08231, España",16.752607
5194,5194,41.60627,1.919159,20.19725274725275,9.763736263736272,563.5,561.9000000000001,1.12,826.0,736.2333333333333,15.294505494505504,34.47115384615385,212.9366391184573,6114.08,1128.77,129.0,4.616389318501844," Vallès Occidental, Barcelona, Catalunya, 08233, España",18.215698
5195,5195,41.51962,1.708936,20.84807692307693,10.41236263736264,563.5,561.9000000000001,1.12,826.0,736.1666666666666,15.294505494505504,34.47115384615385,212.9366391184573,6114.08,1146.75,263.0,5.328908718897254," Anoia, Barcelona, Catalunya, 08785, España",15.443499
5196,5196,42.20394,1.818234,16.40082417582419,5.272802197802199,597.2,496.6,74.62,954.0,736.45,9.729670329670334,37.496978021978045,240.53203342618383,6012.72,1033.37,129.0,4.616389318501844," Berguedà, Barcelona, Catalunya, 08699, España",13.291935
5197,5197,41.64832,2.509912,20.87500000000001,11.003571428571425,589.1,589.0,0.07,1029.0,736.2666666666667,13.469505494505484,34.36016483516484,179.146408839779,5734.43,1088.51,129.0,4.616389318501844," Vallès Oriental, Barcelona, Catalunya, 08470, España",15.5116
5198,5198,41.38872,1.932255,21.03763736263735,11.331868131868134,492.0,491.9,0.07,878.0,736.15,14.560439560439566,32.92912087912089,205.55431754874647,6009.589999999999,1116.35,129.0,4.616389318501844," Baix Llobregat, Barcelona, Catalunya, 08759, España",15.098484
5199,5199,41.5318,2.298065,20.015659340659337,12.796703296703296,443.69999999999993,443.6,0.07,898.0,736.2333333333333,15.831868131868132,30.85714285714285,191.56944444444449,5919.98,1067.4899999999998,129.0,4.616389318501844," Vallès Oriental, Barcelona, Catalunya, 08188, España",15.720945
5200,5200,41.65651,1.487973,20.271153846153847,9.171428571428558,499.3,488.5,7.63,685.0,736.25,16.12197802197802,33.039560439560454,216.07692307692307,6113.110000000001,1175.62,263.0,5.328908718897254," Anoia, Barcelona, Catalunya, 08289, España",23.634674
5201,5201,41.93029,2.25435,20.15082417582417,8.885989010989004,509.6,506.8,1.96,858.0,736.35,12.686813186813197,31.115384615384585,221.3585434173669,5884.68,1088.32,129.0,4.616389318501844," Osona, Barcelona, Catalunya, 08500, España",10.402739
5202,5202,42.13676,1.931635,17.997252747252748,7.700000000000005,838.2,824.4,10.29,1368.0,736.4166666666666,10.975,29.99670329670329,204.292817679558,5786.32,991.98,129.0,4.616389318501844," Berguedà, Barcelona, Catalunya, 08613, España",8.268311
5203,5203,41.31601,2.020199,20.86208791208792,13.64505494505494,443.69999999999993,443.6,0.07,898.0,736.1333333333333,15.831868131868132,30.85714285714285,191.56944444444449,5919.98,1091.0300000000002,129.0,4.616389318501844," Baix Llobregat, Barcelona, Catalunya, 08840, España",11.991609
5204,5204,41.55547,1.954526,20.58818681318682,10.878571428571428,492.0,491.9,0.07,878.0,736.2,14.560439560439566,32.92912087912089,205.55431754874647,6009.589999999999,1103.94,129.0,4.616389318501844," Vallès Occidental, Barcelona, Catalunya, 08232, España",18.86193
5205,5205,41.34509,1.699849,21.79532967032968,11.80906593406593,438.9,438.0,0.63,729.0,736.1333333333333,17.808516483516495,36.42060439560439,213.1772853185596,6193.900000000001,1257.72,263.0,5.328908718897254," Alt Penedès, Barcelona, Catalunya, 08720, España",23.519043
5206,5206,41.65272,2.441072,20.87500000000001,11.003571428571425,589.1,589.0,0.07,1029.0,736.25,13.469505494505484,34.36016483516484,179.146408839779,5734.43,1088.15,129.0,4.616389318501844," Vallès Oriental, Barcelona, Catalunya, 08455, España",17.794003
5207,5207,41.94754,2.384898,19.084340659340665,8.468406593406595,1159.9,1149.4,7.35,1460.0,736.3666666666667,10.617032967032962,31.097252747252725,210.2138888888889,5687.88,991.43,129.0,4.616389318501844," Osona, Barcelona, Catalunya, 08519, España",8.267218
5208,5208,41.57373,1.642982,20.69725274725275,10.26373626373627,563.5,561.9000000000001,1.12,826.0,736.2166666666667,15.294505494505504,34.47115384615385,212.9366391184573,6114.08,1143.19,263.0,5.328908718897254," Anoia, Barcelona, Catalunya, 08788, España",17.807459
5209,5209,41.55407,2.288895,20.41565934065935,13.196703296703298,443.69999999999993,443.6,0.07,898.0,736.2333333333333,15.831868131868132,30.85714285714285,191.56944444444449,5919.98,1078.6,129.0,4.616389318501844," Vallès Oriental, Barcelona, Catalunya, 08410, España",15.261772
5210,5210,41.22415,1.725568,23.09532967032966,13.109065934065928,438.9,438.0,0.63,729.0,736.0666666666667,17.808516483516495,36.42060439560439,213.1772853185596,6193.900000000001,1299.17,263.0,5.328908718897254," Garraf, Barcelona, Catalunya, 08800, España",23.253511
5211,5211,41.51669,2.358552,20.062087912087915,12.845054945054946,443.69999999999993,443.6,0.07,898.0,736.1833333333333,15.831868131868132,30.85714285714285,191.56944444444449,5919.98,1069.22,129.0,4.616389318501844," Maresme, Barcelona, Catalunya, 08339, España",18.2438
5212,5212,41.50181,2.390873,20.91565934065935,13.696703296703298,443.69999999999993,443.6,0.07,898.0,736.1833333333333,15.831868131868132,30.85714285714285,191.56944444444449,5919.98,1092.34,129.0,4.616389318501844," Maresme, Barcelona, Catalunya, 08340, España",11.607158
5213,5213,41.38835,1.662088,20.89725274725276,10.463736263736264,563.5,561.9000000000001,1.12,826.0,736.1666666666666,15.294505494505504,34.47115384615385,212.9366391184573,6114.08,1148.02,263.0,5.328908718897254," Alt Penedès, Barcelona, Catalunya, 08735, España",15.406365
5214,5214,41.94583,1.775928,18.910439560439567,7.209340659340659,602.8,593.8,6.37,929.0,736.35,11.196978021978016,30.04450549450552,221.53072625698323,5997.38,1070.18,129.0,4.616389318501844," Berguedà, Barcelona, Catalunya, 08673, España",13.354506
5215,5215,42.39483,2.845378,20.116483516483527,11.092857142857143,508.8,508.19999999999993,0.42,704.0,736.55,17.497802197802184,40.74532967032964,250.25833333333333,5799.66,1161.04,129.0,4.616389318501844," Alt Empordà, Girona, Catalunya, 17707, España",6.3688884
5216,5216,41.9372,2.760639,21.274999999999995,11.403571428571432,589.1,589.0,0.07,1029.0,736.35,13.469505494505484,34.36016483516484,179.146408839779,5734.43,1098.55,129.0,4.616389318501844," Gironès, Girona, Catalunya, 17181, España",13.742952
5217,5217,42.30573,2.721622,20.76648351648352,10.213461538461544,782.8,778.8,2.8,1292.0,736.5,12.087912087912086,31.17554945054944,185.27777777777777,5732.48,1068.88,129.0,4.616389318501844," Alt Empordà, Girona, Catalunya, 17733, España",11.842758
5218,5218,42.10289,3.085481,20.59148351648351,12.911813186813188,518.7,518.6,0.07,776.0,736.4166666666666,18.8618131868132,34.2956043956044,163.85911602209944,5807.66,1147.71,129.0,4.616389318501844," Baix Empordà, Girona, Catalunya, 17136, España",16.038568
5219,5219,42.37436,1.887394,15.701373626373622,5.449725274725271,903.6,809.9000000000001,67.9,1418.0,736.5333333333333,9.699175824175828,35.25521978021977,248.1828254847645,5795.4,961.18,129.0,4.616389318501844," Cerdanya, Girona, Catalunya, 17538, España",11.410294
5220,5220,42.0095,2.604287,21.075000000000003,11.20357142857143,589.1,589.0,0.07,1029.0,736.4,13.469505494505484,34.36016483516484,179.146408839779,5734.43,1093.97,129.0,4.616389318501844," Selva, Girona, Catalunya, 17170, España",13.434214
5221,5221,41.95515,2.638278,21.274999999999995,11.403571428571432,589.1,589.0,0.07,1029.0,736.3666666666667,13.469505494505484,34.36016483516484,179.146408839779,5734.43,1098.12,129.0,4.616389318501844," Selva, Girona, Catalunya, 17160, España",13.742952
5222,5222,41.81705,2.514368,20.466483516483528,9.913461538461531,782.8,778.8,2.8,1292.0,736.3166666666667,12.087912087912086,31.17554945054944,185.27777777777777,5732.48,1060.97,129.0,4.616389318501844," Selva, Girona, Catalunya, 17401, España",12.745131
5223,5223,42.21608,2.641481,20.01648351648351,10.99285714285714,508.8,508.19999999999993,0.42,704.0,736.4333333333333,17.497802197802184,40.74532967032964,250.25833333333333,5799.66,1158.72,129.0,4.616389318501844," Garrotxa, Girona, Catalunya, 17853, España",9.351922
5224,5224,42.17123,3.074524,20.95109890109889,12.213736263736257,573.9,573.5999999999999,0.28,730.0,736.45,17.683516483516495,34.834065934065926,175.3240997229917,5827.469999999999,1166.1799999999998,129.0,4.616389318501844," Alt Empordà, Girona, Catalunya, 17472, España",12.148765
5225,5225,42.25051,2.913306,20.5510989010989,11.813736263736269,573.9,573.5999999999999,0.28,730.0,736.4666666666667,17.683516483516495,34.834065934065926,175.3240997229917,5827.469999999999,1153.5,129.0,4.616389318501844," Alt Empordà, Girona, Catalunya, 17742, España",13.707179
5226,5226,42.11812,2.764747,21.12719780219779,11.251648351648347,589.1,589.0,0.07,1029.0,736.4333333333333,13.469505494505484,34.36016483516484,179.146408839779,5734.43,1094.8,129.0,4.616389318501844," Pla de l'Estany, Girona, Catalunya, 17820, España",14.829707
5227,5227,42.15715,2.910638,20.597802197802203,11.860714285714284,573.9,573.5999999999999,0.28,730.0,736.45,17.683516483516495,34.834065934065926,175.3240997229917,5827.469999999999,1154.4299999999998,129.0,4.616389318501844," Alt Empordà, Girona, Catalunya, 17483, España",14.828413
5228,5228,41.95374,3.208136,19.337912087912084,11.662912087912089,518.7,518.6,0.07,776.0,736.4,18.8618131868132,34.2956043956044,163.85911602209944,5807.66,1110.0700000000002,129.0,4.616389318501844," Baix Empordà, Girona, Catalunya, 17213, España",12.591585
5229,5229,42.07922,3.096079,20.53791208791208,12.86291208791208,518.7,518.6,0.07,776.0,736.4166666666666,18.8618131868132,34.2956043956044,163.85911602209944,5807.66,1146.89,129.0,4.616389318501844," Baix Empordà, Girona, Catalunya, 17141, España",14.392253
